period,cave,num,name,cat1,cat2.1,cat2.2,,path,allhex,HEX1,HEX2,HEX3,HEX4,HEX5,COLOR1,COLOR2,COLOR3,COLOR4,COLOR5,Murals images
First Tang,57,1,说法图,经变画 Buddhist Sutra Art,Buddhism,,1,"../public/1ct/1 说法图.jpeg',","#ba9a86,#7d7074,#493134,#cebcb2,#986755",#ba9a86,#7d7074,#493134,#cebcb2,#986755,,,,,,
First Tang,57,2,菩萨胸像,佛像画Buddhist painting,Politics/History,,1,"../public/1ct/2 菩萨胸像.jpeg',","#b5a095,#2e2631,#956d52,#716571,#583631",#b5a095,#2e2631,#956d52,#716571,#583631,,,,,,
First Tang,57,3,阿难,佛像画Buddhist painting,Buddhism,,2,"../public/1ct/3 阿难.jpeg',","#c1aa99,#1b151b,#754433,#907d7b,#4c363f",#c1aa99,#1b151b,#754433,#907d7b,#4c363f,,,,,,
First Tang,57,4,说法图,经变画 Buddhist Sutra Art,Buddhism,,2,"../public/1ct/4 说法图.jpeg',","#aa896e,#281d23,#6f706b,#68453e,#afa199",#aa896e,#281d23,#6f706b,#68453e,#afa199,,,,,,
First Tang,57,5,菩萨二身,佛像画Buddhist painting,Buddhism,,3,"../public/1ct/5 菩萨二身.jpeg',","#68575a,#7a3225,#372023,#908985,#916151",#68575a,#7a3225,#372023,#908985,#916151,,,,,,
First Tang,57,6,思惟菩萨,佛像画Buddhist painting,Buddhism,,4,"../public/1ct/6 思惟菩萨.jpeg',","#966a54,#7d7a74,#532c2c,#8b3d27,#b09e99",#966a54,#7d7a74,#532c2c,#8b3d27,#b09e99,,,,,,
First Tang,57,7,飞天,佛像画Buddhist painting,Buddhism,Feitian,5,"../public/1ct/7 飞天.jpeg',","#ad896b,#171114,#736e60,#51352d,#b4a091",#ad896b,#171114,#736e60,#51352d,#b4a091,,,,,,
First Tang,57,8,文殊菩萨,佛像画Buddhist painting,Buddhism,,6,"../public/1ct/8 文殊.jpeg',","#d6c5b5,#160f12,#837a62,#522a24,#bd9e83",#d6c5b5,#160f12,#837a62,#522a24,#bd9e83,,,,,,
First Tang,57,9,维摩诘,佛像画Buddhist painting,Buddhism,,7,"../public/1ct/9 维摩诘.jpeg',","#191318,#bfa99a,#4c2927,#916950,#716c66",#191318,#bfa99a,#4c2927,#916950,#716c66,,,,,,
First Tang,220,10,阿弥陀净土变,经变画 Buddhist Sutra Art,Buddhism,,3,"../public/1ct/10 阿弥陀净土变.jpeg',","#8b8074,#976651,#c9bbad,#573f3e,#bd967d",#8b8074,#976651,#c9bbad,#573f3e,#bd967d,,,,,,
First Tang,220,11,观音,佛像画Buddhist painting,Buddhism,,8,"../public/1ct/11 观音.jpeg',","#a59486,#453231,#d4cbc7,#906453,#71716b",#a59486,#453231,#d4cbc7,#906453,#71716b,,,,,,
First Tang,220,12,菩萨,佛像画Buddhist painting,Buddhism,,9,"../public/1ct/12 菩萨.jpeg',","#a47463,#4a2c29,#8f8f88,#c8ada1,#605a63",#a47463,#4a2c29,#8f8f88,#c8ada1,#605a63,,,,,,
First Tang,220,13,菩萨一组,佛像画Buddhist painting,Buddhism ,,10,"../public/1ct/13 菩萨一组.jpeg',","#997362,#2e272e,#b4a49c,#68453d,#757976",#997362,#2e272e,#b4a49c,#68453d,#757976,,,,,,
First Tang,220,14,恣蓝菩萨,佛像画Buddhist painting,Buddhism,,11,"../public/1ct/14 姿lan菩萨.jpeg',","#828980,#312223,#ae836e,#beb2a7,#6f5049",#828980,#312223,#ae836e,#beb2a7,#6f5049,,,,,,
First Tang,220,15,持莲花菩萨,佛像画Buddhist painting,Buddhism,,12,"../public/1ct/15 持莲华菩萨.jpeg',","#a18571,#bcaa9e,#412121,#885743,#dbd1ce",#a18571,#bcaa9e,#412121,#885743,#dbd1ce,,,,,,
First Tang,220,16,持莲花菩萨,佛像画Buddhist painting,Buddhism,,13,"../public/1ct/16 持莲华菩萨.jpeg',","#b59887,#9c705c,#cbbab5,#64322d,#737368",#b59887,#9c705c,#cbbab5,#64322d,#737368,,,,,,
First Tang,220,17,东方药师经变,经变画 Buddhist Sutra Art,Buddhism,,4,"../public/1ct/17 东方药师经变.jpeg',","#967c6d,#684d46,#bba694,#8e5b44,#3a2425",#967c6d,#684d46,#bba694,#8e5b44,#3a2425,,,,,,
First Tang,220,18,各国王子,故事画 Story painting,Politics/History,,1,"../public/1ct/18 各国王子.jpeg',","#ad9283,#311c1c,#a1765c,#c7b6b2,#714e44",#ad9283,#311c1c,#a1765c,#c7b6b2,#714e44,,,,,,
First Tang,220,19,乐队,经变画 Buddhist Sutra Art,Music,,5,"../public/1ct/19 乐队.jpeg',","#b3988a,#926d5d,#382b30,#d5c3ba,#6a3a31",#b3988a,#926d5d,#382b30,#d5c3ba,#6a3a31,,,,,,
First Tang,220,20,乐队,经变画 Buddhist Sutra Art,Music,,6,"../public/1ct/20 乐队.jpeg',","#906757,#281d23,#d2bdb3,#613d38,#af9181",#906757,#281d23,#d2bdb3,#613d38,#af9181,,,,,,
First Tang,220,21,帝王出行图,故事画 Story painting,Politics/History,,2,"../public/1ct/21 帝王出行图.jpeg',","#ae8469,#c9b2a6,#4f2e2d,#9b583f,#84776e",#ae8469,#c9b2a6,#4f2e2d,#9b583f,#84776e,,,,,,
First Tang,220,22,菩萨,佛像画Buddhist painting,Buddhism,,14,"../public/1ct/22 菩萨.jpeg',","#4d2424,#666861,#864431,#21171c,#b69983",#4d2424,#666861,#864431,#21171c,#b69983,,,,,,
First Tang,220,23,十二药叉,佛像画Buddhist painting,Buddhism,,15,"../public/1ct/23 十二药叉.jpeg',","#b2987e,#5f3e39,#d1bfac,#2b1617,#8e6c5a",#b2987e,#5f3e39,#d1bfac,#2b1617,#8e6c5a,,,,,,
First Tang,220,24,说法图,经变画 Buddhist Sutra Art,Buddhism,,7,"../public/1ct/24 说法图-.jpeg',","#a8785a,#b7957e,#4f251d,#7b5d49,#d3b8a6",#a8785a,#b7957e,#4f251d,#7b5d49,#d3b8a6,,,,,,
First Tang,220,25,天女燃灯,经变画 Buddhist Sutra Art,Buddhism,,8,"../public/1ct/25 天女燃灯.jpeg',","#a69482,#5a3b34,#cfc0b7,#2b2023,#816a5a",#a69482,#5a3b34,#cfc0b7,#2b2023,#816a5a,,,,,,
First Tang,220,26,外国君长,故事画 Story painting,Politics/History,,3,"../public/1ct/26 外国君长.jpeg',","#ccbbb7,#ac826a,#3e2122,#83776c,#85543e",#ccbbb7,#ac826a,#3e2122,#83776c,#85543e,,,,,,
First Tang,220,27,维摩诘,佛像画Buddhist painting,Buddhism,,16,"../public/1ct/27 维摩诘-.jpeg',","#9c7e69,#664839,#c0b1a9,#3a1f1b,#7f817f",#9c7e69,#664839,#c0b1a9,#3a1f1b,#7f817f,,,,,,
First Tang,220,28,文殊及帝王,故事画 Story painting,Buddhism,,4,"../public/1ct/28 文殊及帝王-.jpeg',","#a7876d,#c7b9b0,#89543c,#49342f,#748173",#a7876d,#c7b9b0,#89543c,#49342f,#748173,,,,,,
First Tang,220,29,舞乐图,经变画 Buddhist Sutra Art,Dance,,9,"../public/1ct/29 舞乐图.jpeg',","#ae8171,#71514d,#cbb1a7,#36282d,#858177",#ae8171,#71514d,#cbb1a7,#36282d,#858177,,,,,,
First Tang,220,30,云中菩萨,佛像画Buddhist painting,Buddhism,,17,"../public/1ct/30 云中菩萨.jpeg',","#977a67,#6a6c70,#6f4b3f,#bbada2,#3f2221",#977a67,#6a6c70,#6f4b3f,#bbada2,#3f2221,,,,,,
First Tang,220,31,中亚使者,故事画 Story painting,Politics/History,,5,"../public/1ct/31 中亚使者.jpeg',","#b88766,#2f1d1c,#b79b8c,#7d5b4f,#d8c5bc",#b88766,#2f1d1c,#b79b8c,#7d5b4f,#d8c5bc,,,,,,
First Tang,220,32,舞乐图,经变画 Buddhist Sutra Art,Dance,,10,"../public/1ct/32 舞乐图.jpeg',","#9f8b7f,#6a534d,#9c715c,#362829,#cab7a9",#9f8b7f,#6a534d,#9c715c,#362829,#cab7a9,,,,,,
First Tang,322,33,说法图,经变画 Buddhist Sutra Art,Buddhism,,11,"../public/1ct/33 说法图.jpeg',","#b98b6a,#2f2328,#97472c,#ccbbb5,#796659",#b98b6a,#2f2328,#97472c,#ccbbb5,#796659,,,,,,
First Tang,322,34,乘象入胎,故事画 Story painting,Buddhism,,6,"../public/1ct/34 乘象入胎.jpeg',","#a59293,#712b22,#3d1a1d,#a97a63,#dacdcb",#a59293,#712b22,#3d1a1d,#a97a63,#dacdcb,,,,,,
First Tang,322,35,夜半逾城,故事画 Story painting,Buddhism,,7,"../public/1ct/35 夜半逾城.jpeg',","#1b131b,#d1c8c6,#732d29,#9a7463,#4a1d21",#1b131b,#d1c8c6,#732d29,#9a7463,#4a1d21,,,,,,
First Tang,322,36,树下说法图,故事画 Story painting,Buddhism,,8,"../public/1ct/36 树下说法图.jpeg',","#e0d7d2,#b38a6d,#3f2e2d,#99462f,#918c84",#e0d7d2,#b38a6d,#3f2e2d,#99462f,#918c84,,,,,,
First Tang,322,37,供养菩萨,佛像画Buddhist painting,Buddhism,,18,"../public/1ct/37 供养菩萨.jpeg',","#e4dbd8,#9f6951,#948982,#4e3739,#923d23",#e4dbd8,#9f6951,#948982,#4e3739,#923d23,,,,,,
First Tang,322,38,莲花漫岗纹藻井,装饰图案画Decorative pattern painting,Buddhism,,1,"../public/1ct/38 漫岗纹藻井.jpeg',","#ddd8d9,#6c5050,#9e8e8b,#7d392e,#3e1c22",#ddd8d9,#6c5050,#9e8e8b,#7d392e,#3e1c22,,,,,,
First Tang,322,39,说法图,经变画 Buddhist Sutra Art,Buddhism,,12,"../public/1ct/39 说法图.jpeg',","#bc8368,#d4c5c0,#33272c,#7f7b7a,#6f4a45",#bc8368,#d4c5c0,#33272c,#7f7b7a,#6f4a45,,,,,,
First Tang,322,40,药师佛,佛像画Buddhist painting,Buddhism,,19,"../public/1ct/40 药师佛.jpeg',","#aa8666,#b2a69a,#74635d,#8b4733,#412728",#aa8666,#b2a69a,#74635d,#8b4733,#412728,,,,,,
First Tang,322,41,阿弥勒净土变,经变画 Buddhist Sutra Art,Buddhism,,13,"../public/1ct/41 阿弥勒净土变.jpeg',","#ddd7cf,#7f756d,#bfae96,#403230,#af6f56",#ddd7cf,#7f756d,#bfae96,#403230,#af6f56,,,,,,
First Tang,322,42,群飞天,,Buddhism,Feitian,,"../public/1ct/42 群飞天.jpeg',","#a2755f,#582626,#833827,#ab9ea4,#453740",#a2755f,#582626,#833827,#ab9ea4,#453740,,,,,,
First Tang,322,43,持幡飞天,经变画 Buddhist Sutra Art,Buddhism,,14,"../public/1ct/43 持幡飞天.jpeg',","#c09772,#5d4b43,#c9bcb4,#2f2524,#7f7669",#c09772,#5d4b43,#c9bcb4,#2f2524,#7f7669,,,,,,
First Tang,375,44,男供养人,供养人面画 Portrait of Donors,Life,,1,"../public/1ct/44 男供养人.jpeg',","#ad8254,#ded1c8,#776152,#bea590,#372a21",#ad8254,#ded1c8,#776152,#bea590,#372a21,,,,,,
First Tang,375,45,女供养人,供养人面画 Portrait of Donors,Life,,2,"../public/1ct/45 女供养人.jpeg',","#a67b52,#b69d85,#2a1b17,#6a5546,#d8cabc",#a67b52,#b69d85,#2a1b17,#6a5546,#d8cabc,,,,,,
First Tang,375,46,乘象入胎,故事画 Story painting,Buddhism,,9,"../public/1ct/46 乘象入胎.jpeg',","#19161a,#bf7958,#b8acaf,#594852,#975b45",#19161a,#bf7958,#b8acaf,#594852,#975b45,,,,,,
First Tang,375,47,半夜逾城,故事画 Story painting,Buddhism,,10,"../public/1ct/47 夜半逾城.jpeg',","#1a161c,#b17561,#b7adb4,#a75d44,#5b474f",#1a161c,#b17561,#b7adb4,#a75d44,#5b474f,,,,,,
First Tang,375,48,天王二身,佛像画Buddhist painting,Buddhism,,20,"../public/1ct/48 天王二身.jpeg',","#261e22,#b1866d,#5c5052,#b8aeaa,#a66f52",#261e22,#b1866d,#5c5052,#b8aeaa,#a66f52,,,,,,
First Tang,431,49,宝树观,故事画 Story painting,Buddhism,,11,"../public/1ct/49 宝树观.jpeg',","#c7c1b5,#787666,#ad9151,#534c3f,#a89e8d",#c7c1b5,#787666,#ad9151,#534c3f,#a89e8d,,,,,,
First Tang,431,50,宝楼观,故事画 Story painting,Buddhism,,12,"../public/1ct/50 宝楼观.jpeg',","#a9a090,#6b6354,#a3885f,#3b332b,#c2beb3",#a9a090,#6b6354,#a3885f,#3b332b,#c2beb3,,,,,,
First Tang,431,51,马夫与马,故事画 Story painting,Life,,13,"../public/1ct/51 马夫与马.jpeg',","#c6bfb6,#8b715a,#675d57,#a59789,#382a26",#c6bfb6,#8b715a,#675d57,#a59789,#382a26,,,,,,
First Tang,431,52,观无量寿经之未生怨,故事画 Story painting,Buddhism,,14,"../public/1ct/52 经变图.jpeg',","#f4f1f1,#24191b,#886e5a,#5a4138,#bb9f88",#f4f1f1,#24191b,#886e5a,#5a4138,#bb9f88,,,,,,
First Tang,401,53,持磐菩萨,佛像画Buddhist painting,Buddhism,,21,"../public/1ct/53 持磐菩萨.jpeg',","#b7aa99,#6c5a4e,#322524,#9f8264,#cdc7c1",#b7aa99,#6c5a4e,#322524,#9f8264,#cdc7c1,,,,,,
First Tang,329,54,半夜逾城,故事画 Story painting,Buddhism,,15,"../public/1ct/54 1-半夜逾城.jpeg',","#968e87,#201618,#cdbdb3,#595763,#87463d",#968e87,#201618,#cdbdb3,#595763,#87463d,,,,,,
First Tang,329,55,乘虎仙人,,Buddhism,,,"../public/1ct/55 2-乘虎仙人.jpeg',","#968a7b,#1b1419,#743c2f,#d2bcad,#544e55",#968a7b,#1b1419,#743c2f,#d2bcad,#544e55,,,,,,
First Tang,329,56,乘龙仙人,,Buddhism,,,"../public/1ct/56 乘龙仙人.jpeg',","#cfbeac,#3c2123,#aa9079,#62666b,#7f3f30",#cfbeac,#3c2123,#aa9079,#62666b,#7f3f30,,,,,,
First Tang,329,57,乘象入胎,故事画 Story painting,Buddhism,,16,"../public/1ct/57 4乘象入胎.jpeg',","#1e181f,#c8b6a6,#7a332b,#55545f,#988577",#1e181f,#c8b6a6,#7a332b,#55545f,#988577,,,,,,
First Tang,329,58,飞天,,Buddhism,Feitian,,"../public/1ct/58 5-飞天1.jpeg',","#9e7555,#a39180,#535856,#623325,#c9c1bf",#9e7555,#a39180,#535856,#623325,#c9c1bf,,,,,,
First Tang,329,59,飞天,,Buddhism,Feitian,,"../public/1ct/59 6-飞天2.jpeg',","#9a6e52,#b8afac,#48494a,#713524,#a78d77",#9a6e52,#b8afac,#48494a,#713524,#a78d77,,,,,,
First Tang,329,60,飞天藻井,装饰图案画Decorative pattern painting,Zaojing Pattern,Feitian,2,"../public/1ct/60 7-飞天藻井.jpeg',","#7e7c82,#3b2a32,#52698c,#7e473a,#c1b7b6",#7e7c82,#3b2a32,#52698c,#7e473a,#c1b7b6,,,,,,
First Tang,329,61,供养人与马群,供养人面画 Portrait of Donors,Life,,3,"../public/1ct/61 8-供养人与马群.jpeg',","#b6a190,#907461,#523f37,#8c4f3d,#cdc0b4",#b6a190,#907461,#523f37,#8c4f3d,#cdc0b4,,,,,,
First Tang,329,62,供养人与牛车,供养人面画 Portrait of Donors,Life,,4,"../public/1ct/62 9-供养人与牛车.jpeg',","#d2c2b0,#9b785a,#2c2022,#6f5f58,#b09a87",#d2c2b0,#9b785a,#2c2022,#6f5f58,#b09a87,,,,,,
First Tang,329,63,化生童子,,Buddhism,,,"../public/1ct/63 10-化生童子.jpeg',","#b59889,#140d10,#7d5850,#cfbdb2,#3e1e1d",#b59889,#140d10,#7d5850,#cfbdb2,#3e1e1d,,,,,,
First Tang,329,64,弥勒经变,经变画 Buddhist Sutra Art,Buddhism,,15,"../public/1ct/64 11-弥勒经变.jpeg',","#572f30,#706266,#b19989,#a05341,#2a1f2c",#572f30,#706266,#b19989,#a05341,#2a1f2c,,,,,,
First Tang,329,65,弥勒经变局部,经变画 Buddhist Sutra Art,Buddhism,,16,"../public/1ct/65 12-弥勒经变局部1.jpeg',","#2c2126,#7c8083,#9a523e,#b99e89,#555662",#2c2126,#7c8083,#9a523e,#b99e89,#555662,,,,,,
First Tang,329,66,女供养人,供养人面画 Portrait of Donors,Life,,5,"../public/1ct/66 13-女供养人.jpeg',","#b3896a,#41171c,#161116,#c7a694,#734c48",#b3896a,#41171c,#161116,#c7a694,#734c48,,,,,,
First Tang,329,67,说法图,经变画 Buddhist Sutra Art,Buddhism,,17,"../public/1ct/67 14-说法图.jpeg',","#977061,#27161d,#5a3839,#657b85,#bfa690",#977061,#27161d,#5a3839,#657b85,#bfa690,,,,,,
First Tang,329,68,说法图,经变画 Buddhist Sutra Art,Buddhism,,18,"../public/1ct/68 15-说法图1.jpeg',","#c8b9b2,#773325,#a2735c,#3f2828,#7a6864",#c8b9b2,#773325,#a2735c,#3f2828,#7a6864,,,,,,
First Tang,329,69,群飞天,,Buddhism,Feitian,,"../public/1ct/69 16-群飞天.jpeg',","#c2a89a,#1b1011,#89756f,#71322d,#d6c6bd",#c2a89a,#1b1011,#89756f,#71322d,#d6c6bd,,,,,,
First Tang,321,70,宝雨经变,经变画 Buddhist Sutra Art,Buddhism,,19,"../public/1ct/70 1-宝雨经变.jpeg',","#a98879,#3b2d2e,#bbada8,#6e726f,#81584d",#a98879,#3b2d2e,#bbada8,#6e726f,#81584d,,,,,,
First Tang,321,71,宝雨经变局部,山水风景Landscape painting,Buddhism,,1,"../public/1ct/71 2-宝雨经变局部.jpeg',","#b7937c,#342326,#707870,#aa6142,#b8aea8",#b7937c,#342326,#707870,#aa6142,#b8aea8,,,,,,
First Tang,321,72,阁楼宝柱与飞天 建筑*,,Buddhism,Feitian,,"../public/1ct/72 3-阁楼宝柱与飞天.jpeg',","#5f636b,#282026,#ab9d9a,#5d413f,#545980",#5f636b,#282026,#ab9d9a,#5d413f,#545980,,,,,,
First Tang,321,73,说法图,经变画 Buddhist Sutra Art,Buddhism,,20,"../public/1ct/73 4-说法图.jpeg',","#c1b3ab,#92412c,#392d35,#6e7a76,#5b6b88",#c1b3ab,#92412c,#392d35,#6e7a76,#5b6b88,,,,,,
First Tang,321,74,团花藻井,装饰图案画Decorative pattern painting,Zaojing Pattern,,3,"../public/1ct/74 5-团花藻井.jpeg',","#93593d,#34252b,#afa09a,#6f615b,#4f5d76",#93593d,#34252b,#afa09a,#6f615b,#4f5d76,,,,,,
First Tang,321,75,建筑,,Life,,,"../public/1ct/75 6-建筑.jpeg',","#95796a,#6a433b,#5c5f64,#a89f91,#341f25",#95796a,#6a433b,#5c5f64,#a89f91,#341f25,,,,,,
First Tang,321,76,-,故事画 Story painting,Life,,17,"../public/1ct/76 7-.jpeg',","#ab8f7b,#120f11,#76847a,#372223,#895f50",#ab8f7b,#120f11,#76847a,#372223,#895f50,,,,,,
First Tang,321,77,-,故事画 Story painting,Life,,18,"../public/1ct/77 8-.jpeg',","#977563,#121012,#687a7c,#ada497,#3b2526",#977563,#121012,#687a7c,#ada497,#3b2526,,,,,,
First Tang,321,78,阁楼宝柱与飞天,,Buddhism,Feitian,,"../public/1ct/78 9-阁楼宝柱与飞天2.jpeg',","#535a84,#382d33,#b8aba4,#6a6e72,#8b6352",#535a84,#382d33,#b8aba4,#6a6e72,#8b6352,,,,,,
First Tang,321,79,菩萨,佛像画Buddhist painting,Buddhism,,22,"../public/1ct/79 10-菩萨.jpeg',","#2c1f22,#bbaa9f,#973824,#445a7d,#5f6260",#2c1f22,#bbaa9f,#973824,#445a7d,#5f6260,,,,,,
First Tang,321,80,十一面观音,佛像画Buddhist painting,Buddhism,,23,"../public/1ct/80 11-十一面观音 .jpeg',","#b39987,#6a6561,#33272e,#a97f61,#7c4637",#b39987,#6a6561,#33272e,#a97f61,#7c4637,,,,,,
First Tang,321,81,修塔造屋,故事画 Story painting,Life,,19,"../public/1ct/81 12-修塔造屋.jpeg',","#b9ac95,#5f4c47,#657e72,#ab8666,#261819",#b9ac95,#5f4c47,#657e72,#ab8666,#261819,,,,,,
First Tang,321,82,恣阑菩萨,佛像画Buddhist painting,Buddhism,,24,"../public/1ct/82 13-恣阑菩萨.jpeg',","#49638d,#b79e8d,#261a1c,#7b7d81,#6b4d48",#49638d,#b79e8d,#261a1c,#7b7d81,#6b4d48,,,,,,
First Tang,372,83,藻井,装饰图案画Decorative pattern painting,Zaojing Pattern,,4,"../public/1ct/83 1-藻井.jpeg',","#1e1b21,#7d7d7c,#494549,#b7b2af,#9d563a",#1e1b21,#7d7d7c,#494549,#b7b2af,#9d563a,,,,,,
First Tang,372,84,阿弥勒净土变,经变画 Buddhist Sutra Art,Buddhism,,21,"../public/1ct/84 2-阿弥勒净土变.jpeg',","#221a1e,#aa978b,#5f433f,#7d746b,#d3c6b9",#221a1e,#aa978b,#5f433f,#7d746b,#d3c6b9,,,,,,
First Tang,372,85,菩萨,佛像画Buddhist painting,Buddhism,,25,"../public/1ct/85 3-菩萨.jpeg',","#7d5c51,#c9b7af,#59372f,#9c867a,#2b1619",#7d5c51,#c9b7af,#59372f,#9c867a,#2b1619,,,,,,
First Tang,323,86,飞天,,Buddhism,Feitian,,"../public/1ct/86 飞天.jpeg',","#543a38,#665d53,#2f191d,#875539,#8a8675",#543a38,#665d53,#2f191d,#875539,#8a8675,,,,,,
First Tang,323,87,佛教史迹及菩萨,佛像画Buddhist painting,Buddhism,,26,"../public/1ct/87 佛教史迹及菩萨.jpeg',","#b99b80,#28171d,#d7c2ae,#5b352e,#896d5b",#b99b80,#28171d,#d7c2ae,#5b352e,#896d5b,,,,,,
First Tang,323,88,佛教史迹图,佛像画Buddhist painting,Buddhism,,27,"../public/1ct/88 佛教史迹图.jpeg',","#a39787,#4e3d3e,#756962,#c4bbae,#2a1c20",#a39787,#4e3d3e,#756962,#c4bbae,#2a1c20,,,,,,
First Tang,323,89,佛图澄洒酒灭火,故事画 Story painting,Buddhism,,20,"../public/1ct/89 佛图澄洒酒灭火.jpeg',","#d1c5b8,#1d171d,#b5a18b,#5e5056,#853a2f",#d1c5b8,#1d171d,#b5a18b,#5e5056,#853a2f,,,,,,
First Tang,323,90,汉武帝跪拜金佛,故事画 Story painting,Politics/History,Buddhism ,21,"../public/1ct/90 汉武帝跪拜金佛.jpeg',","#ac9f8d,#261b20,#a48868,#68433c,#cbbfac",#ac9f8d,#261b20,#a48868,#68433c,#cbbfac,,,,,,
First Tang,323,91,戒律书,故事画 Story painting,Buddhism,,22,"../public/1ct/91 戒律书.jpeg',","#b99975,#7f5c4c,#cebca5,#91412e,#2d1d1e",#b99975,#7f5c4c,#cebca5,#91412e,#2d1d1e,,,,,,
First Tang,323,92,康僧会至海上来,故事画 Story painting,Buddhism,,23,"../public/1ct/92 康僧会至海上来.jpeg',","#cbbdaf,#594c4c,#8f9891,#291a1c,#a99379",#cbbdaf,#594c4c,#8f9891,#291a1c,#a99379,,,,,,
First Tang,323,93,连木建寺,故事画 Story painting,Life,,24,"../public/1ct/93 连木建寺.jpeg',","#baa89b,#5d484b,#917b73,#2c1d20,#cdc5c1",#baa89b,#5d484b,#917b73,#2c1d20,#cdc5c1,,,,,,
First Tang,323,94,骑牛迎石佛,故事画 Story painting,Life,,25,"../public/1ct/94 骑牛迎石佛.jpeg',","#b09a85,#1a1317,#763424,#cabda9,#51312f",#b09a85,#1a1317,#763424,#cabda9,#51312f,,,,,,
First Tang,323,95,隋文帝祈雨,故事画 Story painting,Politics/History,,26,"../public/1ct/95 隋文帝祈雨.jpeg',","#b7aea0,#251a1e,#998875,#58484a,#d1cdc1",#b7aea0,#251a1e,#998875,#58484a,#d1cdc1,,,,,,
First Tang,323,96,迎石佛,故事画 Story painting,Life,Buddhism ,27,"../public/1ct/96 迎石佛.jpeg',","#bda389,#2f1d22,#70524f,#d2c5b0,#88412d",#bda389,#2f1d22,#70524f,#d2c5b0,#88412d,,,,,,
First Tang,323,97,远山归帆,故事画 Story painting,Life,,28,"../public/1ct/97 远山归帆.jpeg',","#c8b19c,#1d1214,#aa8c7a,#6f4c49,#d4c6bb",#c8b19c,#1d1214,#aa8c7a,#6f4c49,#d4c6bb,,,,,,
First Tang,323,98,张骞出使西域,故事画 Story painting,Politics/History,,29,"../public/1ct/98 张骞出使西域.jpeg',","#bca789,#26171c,#9a8473,#633a34,#cabdb0",#bca789,#26171c,#9a8473,#633a34,#cabdb0,,,,,,
First Tang,331,99,从海涌出,故事画 Story painting,Buddhism,,30,"../public/1ct/99 从海涌出.jpeg',","#b08165,#2e2427,#cab1a6,#75796d,#804635",#b08165,#2e2427,#cab1a6,#75796d,#804635,,,,,,
First Tang,331,100,帝王及侍卫,故事画 Story painting,Politics/History,,31,"../public/1ct/100 帝王及侍卫 .jpeg',","#b47652,#ceac97,#2e1a1d,#674946,#8a7975",#b47652,#ceac97,#2e1a1d,#674946,#8a7975,,,,,,
First Tang,331,101,法华经变,经变画 Buddhist Sutra Art,Buddhism,,22,"../public/1ct/101 法华经变.jpeg',","#20161a,#7f6c6b,#c2afaa,#513734,#aa8168",#20161a,#7f6c6b,#c2afaa,#513734,#aa8168,,,,,,
First Tang,331,102,各族君长,故事画 Story painting,Politics/History,Buddhism ,32,"../public/1ct/102 各族君长.jpeg',","#af8267,#746e78,#814631,#c4b2ab,#4d2827",#af8267,#746e78,#814631,#c4b2ab,#4d2827,,,,,,
First Tang,331,103,观音,佛像画Buddhist painting,Buddhism,,28,"../public/1ct/103 观音.jpeg',","#95725a,#baacab,#2b2127,#5d5e68,#743e29",#95725a,#baacab,#2b2127,#5d5e68,#743e29,,,,,,
First Tang,331,104,普贤菩萨,佛像画Buddhist painting,Buddhism,,29,"../public/1ct/104 普贤.jpeg',","#1c181d,#74615b,#505268,#453131,#a7907d",#1c181d,#74615b,#505268,#453131,#a7907d,,,,,,
First Tang,331,105,普贤菩萨,佛像画Buddhist painting,Buddhism,,30,"../public/1ct/105 普贤菩萨.jpeg',","#a3745b,#21191f,#baa9a5,#591714,#5e5e69",#a3745b,#21191f,#baa9a5,#591714,#5e5e69,,,,,,
